id,question,answer,context
16756,"Design a data structure in Java to store student records which includes Roll Number, Name, and Grade of the student.","public class Student {
    private int rollNumber;
    private String name;
    private int grade;
    
    public Student (int rollNumber, String name, int grade) {
        this.rollNumber = rollNumber;
        this.name = name;
        this.grade = grade;
    }
    
    public int getRollNumber() {
        return this.rollNumber;
    }
    
    public String getName() {
        return this.name;
    }
    
    public int getGrade() {
        return this.grade;
    }
}","### Instruction: 
 Design a data structure in Java to store student records which includes Roll Number, Name, and Grade of the student. 
 ### Response:
 public class Student {
    private int rollNumber;
    private String name;
    private int grade;
    
    public Student (int rollNumber, String name, int grade) {
        this.rollNumber = rollNumber;
        this.name = name;
        this.grade = grade;
    }
    
    public int getRollNumber() {
        return this.rollNumber;
    }
    
    public String getName() {
        return this.name;
    }
    
    public int getGrade() {
        return this.grade;
    }
}"
16768,"Edit the following Java code to round a number to two decimal places.
Input: double num = 3.14159;","double num = 3.14159;
num = Math.round(num * 100.0) / 100.0;
System.out.println(num);
// Output: 3.14","### Instruction: 
 Edit the following Java code to round a number to two decimal places. 
 ### Input: double num = 3.14159; 
 ### Response:
 double num = 3.14159;
num = Math.round(num * 100.0) / 100.0;
System.out.println(num);
// Output: 3.14"
16811,"Deducde whether the following code is a valid Java statement
Input: 345=num;",false,"### Instruction: 
 Deducde whether the following code is a valid Java statement 
 ### Input: 345=num; 
 ### Response:
 false"
16822,Generate a program in Java to find the mean of n numbers.,"public class Mean {

    // Method to calculate the mean of n numbers
    static double mean(int numbers[])
    {
        double sum = 0.0;
        for (int i : numbers)
            sum += i;
        return sum / numbers.length;
    }

    public static void main(String[] args)
    {
        int numbers[] = { 10, 20, 30, 40, 50 };

        // Display the result
        System.out.println(""Mean of numbers is : "" + mean(numbers));
    }
}","### Instruction: 
 Generate a program in Java to find the mean of n numbers. 
 ### Response:
 public class Mean {

    // Method to calculate the mean of n numbers
    static double mean(int numbers[])
    {
        double sum = 0.0;
        for (int i : numbers)
            sum += i;
        return sum / numbers.length;
    }

    public static void main(String[] args)
    {
        int numbers[] = { 10, 20, 30, 40, 50 };

        // Display the result
        System.out.println(""Mean of numbers is : "" + mean(numbers));
    }
}"
16823,"Construct a Java method to convert a string to its equivalent title case format.
Input: String: this is the string to be converted","public static String toTitleCase(String input) {
    StringBuilder titleCase = new StringBuilder();
    boolean nextTitleCase = true;
    for (char c : input.toCharArray()) {
        if (Character.isSpaceChar(c)) {
            nextTitleCase = true;
        } else if (nextTitleCase) {
            c = Character.toTitleCase(c);
            nextTitleCase = false;
        }
        titleCase.append(c);
    }
    return titleCase.toString();","### Instruction: 
 Construct a Java method to convert a string to its equivalent title case format. 
 ### Input: String: this is the string to be converted 
 ### Response:
 public static String toTitleCase(String input) {
    StringBuilder titleCase = new StringBuilder();
    boolean nextTitleCase = true;
    for (char c : input.toCharArray()) {
        if (Character.isSpaceChar(c)) {
            nextTitleCase = true;
        } else if (nextTitleCase) {
            c = Character.toTitleCase(c);
            nextTitleCase = false;
        }
        titleCase.append(c);
    }
    return titleCase.toString();"
16866,"Design a function in Java to output the same string in reverse order.
Input: String: 'Hello World!'","public static String reverseString(String input){
    StringBuilder output = new StringBuilder();
    for (int i = input.length()-1; i >= 0; i--){
        output.append(input.charAt(i));
    }
    return output.toString();
}

System.out.println(reverseString(""Hello World!"")); // Outputs ""!dlroW olleH""","### Instruction: 
 Design a function in Java to output the same string in reverse order. 
 ### Input: String: 'Hello World!' 
 ### Response:
 public static String reverseString(String input){
    StringBuilder output = new StringBuilder();
    for (int i = input.length()-1; i >= 0; i--){
        output.append(input.charAt(i));
    }
    return output.toString();
}

System.out.println(reverseString(""Hello World!"")); // Outputs ""!dlroW olleH"""
16873,Classify the following statement as either true or false. Java and JavaScript are the same language.,"False. Java and JavaScript are two different programming languages. Java is a statically typed, strong-typing, object-oriented language while JavaScript is an interpreted language and is used mainly in web development.","### Instruction: 
 Classify the following statement as either true or false. Java and JavaScript are the same language. 
 ### Response:
 False. Java and JavaScript are two different programming languages. Java is a statically typed, strong-typing, object-oriented language while JavaScript is an interpreted language and is used mainly in web development."
16881,"Write a function in Java that returns a random element from an array.
Input: int[] A = {3, 5, 7, 9, 12};","public static int getRandomElement(int[] A) {
int randomIndex = (int)(Math.random() * A.length); 
return A[randomIndex]; 
}","### Instruction: 
 Write a function in Java that returns a random element from an array. 
 ### Input: int[] A = {3, 5, 7, 9, 12}; 
 ### Response:
 public static int getRandomElement(int[] A) {
int randomIndex = (int)(Math.random() * A.length); 
return A[randomIndex]; 
}"
16887,"Develop a Java function that takes a string and searches for the occurrence of a given character.
Input: string=""Hello World"";
ch='l';","public static int findOccurrence (String string, char ch) 
{ 
    int count = 0; 
    for (int i=0; i<string.length(); i++) 
    { 
        if (string.charAt(i) == ch) 
            count++; 
    } 
    return count; 
}","### Instruction: 
 Develop a Java function that takes a string and searches for the occurrence of a given character. 
 ### Input: string=""Hello World"";
ch='l'; 
 ### Response:
 public static int findOccurrence (String string, char ch) 
{ 
    int count = 0; 
    for (int i=0; i<string.length(); i++) 
    { 
        if (string.charAt(i) == ch) 
            count++; 
    } 
    return count; 
}"
16900,"Edit the Java code below to produce the output ""My name is NAME"".
Input: public class Test { 
 public static void main(String[] args) { 
 System.out.println(""My name is""); 
 } 
}","public class Test { 
 public static void main(String[] args) { 
 System.out.println(""My name is NAME""); 
 } 
}","### Instruction: 
 Edit the Java code below to produce the output ""My name is NAME"". 
 ### Input: public class Test { 
 public static void main(String[] args) { 
 System.out.println(""My name is""); 
 } 
} 
 ### Response:
 public class Test { 
 public static void main(String[] args) { 
 System.out.println(""My name is NAME""); 
 } 
}"
16905,Create a class in Java that represent books in a library.,"public class Book { 
    // Properties 
    private String title; 
    private String author; 
    private int yearPublished; 
    
    // Constructors 
    public Book (String t, String a, int y) 
    { 
        title = t; 
        author = a; 
        yearPublished = y; 
    } 
    
    // Accessor and mutator methods 
    public void setTitle(String newTitle) { title = newTitle; } 
    public void setAuthor(String newAuthor) { author = newAuthor; } 
    public void setYearPublished(int newYear) { yearPublished = newYear; } 
    
    public String getTitle() { return title; } 
    public String getAuthor() { return author; } 
    public int getYearPublished() { return yearPublished; } 
}","### Instruction: 
 Create a class in Java that represent books in a library. 
 ### Response:
 public class Book { 
    // Properties 
    private String title; 
    private String author; 
    private int yearPublished; 
    
    // Constructors 
    public Book (String t, String a, int y) 
    { 
        title = t; 
        author = a; 
        yearPublished = y; 
    } 
    
    // Accessor and mutator methods 
    public void setTitle(String newTitle) { title = newTitle; } 
    public void setAuthor(String newAuthor) { author = newAuthor; } 
    public void setYearPublished(int newYear) { yearPublished = newYear; } 
    
    public String getTitle() { return title; } 
    public String getAuthor() { return author; } 
    public int getYearPublished() { return yearPublished; } 
}"
16908,"Change the following piece of Java code to make sure that the parameter passed is a valid date.
Input: public boolean isValidDate(String date){ 
    // return true if date is valid 
}","public boolean isValidDate(String date){ 
    SimpleDateFormat format = new SimpleDateFormat(""yyyy-MM-dd"");
    try {
        format.parse(date);
        return true;
    } catch (ParseException e) {
        return false;
    }
}","### Instruction: 
 Change the following piece of Java code to make sure that the parameter passed is a valid date. 
 ### Input: public boolean isValidDate(String date){ 
    // return true if date is valid 
} 
 ### Response:
 public boolean isValidDate(String date){ 
    SimpleDateFormat format = new SimpleDateFormat(""yyyy-MM-dd"");
    try {
        format.parse(date);
        return true;
    } catch (ParseException e) {
        return false;
    }
}"
16920,"Create a Java program to count character occurrences in a given string.
Input: String = ""GPT models are a type of machine learning algorithms""","public class CharacterCount {
    public static void main(String[] args) {
        String str = ""GPT models are a type of machine learning algorithms"";
        int[] count = new int[256];

        for (int i = 0; i < str.length(); i++)
            count[str.charAt(i)]++;
        for (int i = 0; i < 256; i++)
            if(count[i] != 0)
                System.out.println((char)i + "": "" + count[i]);
    }
}","### Instruction: 
 Create a Java program to count character occurrences in a given string. 
 ### Input: String = ""GPT models are a type of machine learning algorithms"" 
 ### Response:
 public class CharacterCount {
    public static void main(String[] args) {
        String str = ""GPT models are a type of machine learning algorithms"";
        int[] count = new int[256];

        for (int i = 0; i < str.length(); i++)
            count[str.charAt(i)]++;
        for (int i = 0; i < 256; i++)
            if(count[i] != 0)
                System.out.println((char)i + "": "" + count[i]);
    }
}"
16930,"Update the following Java code to print the difference between two dates in years, months and days
Input: import java.time.LocalDateTime;

public class DateTime {

    public static void main(String[] args) {

        LocalDateTime dateTime1 = LocalDateTime.of(2020,11,5,14,45);
        LocalDateTime dateTime2 = LocalDateTime.of(1999,1,15,9,30);

        // Update code to print the difference
    }
}","import java.time.LocalDateTime;
import java.time.Period;

public class DateTime {

    public static void main(String[] args) {

        LocalDateTime dateTime1 = LocalDateTime.of(2020,11,5,14,45);
        LocalDateTime dateTime2 = LocalDateTime.of(1999,1,15,9,30);

        Period diff = Period.between(dateTime1.toLocalDate(), dateTime2.toLocalDate());

        System.out.printf(""The difference is %d years, %d months and %d days\n""
            , diff.getYears()
            , diff.getMonths()
            , diff.getDays());
    }
}","### Instruction: 
 Update the following Java code to print the difference between two dates in years, months and days 
 ### Input: import java.time.LocalDateTime;

public class DateTime {

    public static void main(String[] args) {

        LocalDateTime dateTime1 = LocalDateTime.of(2020,11,5,14,45);
        LocalDateTime dateTime2 = LocalDateTime.of(1999,1,15,9,30);

        // Update code to print the difference
    }
} 
 ### Response:
 import java.time.LocalDateTime;
import java.time.Period;

public class DateTime {

    public static void main(String[] args) {

        LocalDateTime dateTime1 = LocalDateTime.of(2020,11,5,14,45);
        LocalDateTime dateTime2 = LocalDateTime.of(1999,1,15,9,30);

        Period diff = Period.between(dateTime1.toLocalDate(), dateTime2.toLocalDate());

        System.out.printf(""The difference is %d years, %d months and %d days\n""
            , diff.getYears()
            , diff.getMonths()
            , diff.getDays());
    }
}"
16977,"Create a string object in Java that stores the text ""Hello, World!"".","String hello = ""Hello, World!"";","### Instruction: 
 Create a string object in Java that stores the text ""Hello, World!"". 
 ### Response:
 String hello = ""Hello, World!"";"
16981,"Create a Java program to compute the total price of a customer's order based on item prices and quantities.
Input: item_price = [30, 20, 15], quantity = [2, 4, 1]","public static int computeTotalPrice(int[] item_price, int[] quantity) {
    int sum = 0;
    for (int i = 0; i < item_price.length; i++) {
        sum += item_price[i] * quantity[i];
    }
    return sum;
}

System.out.println(computeTotalPrice(item_price, quantity));","### Instruction: 
 Create a Java program to compute the total price of a customer's order based on item prices and quantities. 
 ### Input: item_price = [30, 20, 15], quantity = [2, 4, 1] 
 ### Response:
 public static int computeTotalPrice(int[] item_price, int[] quantity) {
    int sum = 0;
    for (int i = 0; i < item_price.length; i++) {
        sum += item_price[i] * quantity[i];
    }
    return sum;
}

System.out.println(computeTotalPrice(item_price, quantity));"
17027,Use Java to create a constructor to set the values of instance variables num1 and num2.,"public class Number {
    int num1;
    int num2;
    
    public Number(int num1, int num2) {
        this.num1 = num1;
        this.num2 = num2;
    }
}","### Instruction: 
 Use Java to create a constructor to set the values of instance variables num1 and num2. 
 ### Response:
 public class Number {
    int num1;
    int num2;
    
    public Number(int num1, int num2) {
        this.num1 = num1;
        this.num2 = num2;
    }
}"
17032,Create a Java class Person with instance variables firstName and lastName.,"public class Person {
  private String firstName;
  private String lastName;

  public Person(String firstName, String lastName) {
    this.firstName = firstName;
    this.lastName = lastName;
  }
}","### Instruction: 
 Create a Java class Person with instance variables firstName and lastName. 
 ### Response:
 public class Person {
  private String firstName;
  private String lastName;

  public Person(String firstName, String lastName) {
    this.firstName = firstName;
    this.lastName = lastName;
  }
}"
17050,"Develop a Java program to input a string and reverse the order of words.
Input: I love to code in Java","Java in code to love I 

public class Reverse { 
    
    static void reverseWords(String str)  
    {  
          
        // Specific marker to identify the strings 
        String[] words = str.split(""\\s""); 
          
        String reversedString = """"; 
          
        for (int i = 0; i < words.length; i++)  
        { 
            String word = words[i]; 
            String reverseWord = """"; 
              
            for (int j = word.length()-1; j >= 0; j--) 
            { 
                reverseWord = reverseWord + word.charAt(j); 
            } 
              
            reversedString = reversedString + reverseWord + "" ""; 
        } 
          
        System.out.println(str); 
          
        System.out.println(reversedString); 
    } 
      
    public static void main(String[] args)  
    { 
        reverseWords(""I love to code in Java""); 
    } 
}","### Instruction: 
 Develop a Java program to input a string and reverse the order of words. 
 ### Input: I love to code in Java 
 ### Response:
 Java in code to love I 

public class Reverse { 
    
    static void reverseWords(String str)  
    {  
          
        // Specific marker to identify the strings 
        String[] words = str.split(""\\s""); 
          
        String reversedString = """"; 
          
        for (int i = 0; i < words.length; i++)  
        { 
            String word = words[i]; 
            String reverseWord = """"; 
              
            for (int j = word.length()-1; j >= 0; j--) 
            { 
                reverseWord = reverseWord + word.charAt(j); 
            } 
              
            reversedString = reversedString + reverseWord + "" ""; 
        } 
          
        System.out.println(str); 
          
        System.out.println(reversedString); 
    } 
      
    public static void main(String[] args)  
    { 
        reverseWords(""I love to code in Java""); 
    } 
}"
17053,Create a class in Java to store the information about a user.,"public class User {
    private String name;
    private int age;
    private String address;
    
    
    public User(String name, int age, String address) {
        this.name = name;
        this.age = age;
        this.address = address;
    }
    
    
    public String getName() {
        return name;
    }
    
    public int getAge() {
        return age;
    }
    
    public String getAddress() {
        return address;
    }
    
    
    public void setName(String name) {
        this.name = name;
    }
    
    public void setAge(int age) {
         this.age = age;
    }
    
    public void setAddress(String address) {
        this.address = address;
    } 
}","### Instruction: 
 Create a class in Java to store the information about a user. 
 ### Response:
 public class User {
    private String name;
    private int age;
    private String address;
    
    
    public User(String name, int age, String address) {
        this.name = name;
        this.age = age;
        this.address = address;
    }
    
    
    public String getName() {
        return name;
    }
    
    public int getAge() {
        return age;
    }
    
    public String getAddress() {
        return address;
    }
    
    
    public void setName(String name) {
        this.name = name;
    }
    
    public void setAge(int age) {
         this.age = age;
    }
    
    public void setAddress(String address) {
        this.address = address;
    } 
}"
17117,"Create a class in Java that comprises of a date, a location and temperature reading associated with that location on that particular date.","public class TemperatureReading {
  private Date date;
  private String location;
  private int temperature;

  public TemperatureReading(Date date, String location, int temperature) {
    this.date = date;
    this.location = location;
    this.temperature = temperature;
  }

  public Date getDate() {
    return date;
  }

  public String getLocation() {
    return location;
  }

  public int getTemperature() {
    return temperature;
  }
}","### Instruction: 
 Create a class in Java that comprises of a date, a location and temperature reading associated with that location on that particular date. 
 ### Response:
 public class TemperatureReading {
  private Date date;
  private String location;
  private int temperature;

  public TemperatureReading(Date date, String location, int temperature) {
    this.date = date;
    this.location = location;
    this.temperature = temperature;
  }

  public Date getDate() {
    return date;
  }

  public String getLocation() {
    return location;
  }

  public int getTemperature() {
    return temperature;
  }
}"
17123,"Write a Java code snippet to show the below numbers in a tabular format on the console.
Input: num1 = 8
num2 = 10
num3 = 12","int [] nums = {8, 10, 12};
System.out.println(""Number  \tNumber  \tNumber"");
for(int i=0; i<nums.length; i++) {
    System.out.println(nums[i] + ""\t\t"" + nums[i+1] + ""\t\t"" + nums[i+2]);
    i++;
}","### Instruction: 
 Write a Java code snippet to show the below numbers in a tabular format on the console. 
 ### Input: num1 = 8
num2 = 10
num3 = 12 
 ### Response:
 int [] nums = {8, 10, 12};
System.out.println(""Number  \tNumber  \tNumber"");
for(int i=0; i<nums.length; i++) {
    System.out.println(nums[i] + ""\t\t"" + nums[i+1] + ""\t\t"" + nums[i+2]);
    i++;
}"
17128,"Generate a code snippet in Java to display a message ""Hello World!""","System.out.println(""Hello World!"");","### Instruction: 
 Generate a code snippet in Java to display a message ""Hello World!"" 
 ### Response:
 System.out.println(""Hello World!"");"
17129,"Refactor the given piece of code in Java to make it more concise.
Input: int a = 5;
int b = 10;
int c = a + b;",int c = 5 + 10;,"### Instruction: 
 Refactor the given piece of code in Java to make it more concise. 
 ### Input: int a = 5;
int b = 10;
int c = a + b; 
 ### Response:
 int c = 5 + 10;"
17145,"Change the following Java code so that it only prints the letters at even indices in the string.
Input: String str = ""Hello, World!"";

for (int i = 0; i < str.length(); i++) {
 System.out.print(str.charAt(i));
}","String str = ""Hello, World!"";

for (int i = 0; i < str.length(); i+=2) {
 System.out.print(str.charAt(i));
}","### Instruction: 
 Change the following Java code so that it only prints the letters at even indices in the string. 
 ### Input: String str = ""Hello, World!"";

for (int i = 0; i < str.length(); i++) {
 System.out.print(str.charAt(i));
} 
 ### Response:
 String str = ""Hello, World!"";

for (int i = 0; i < str.length(); i+=2) {
 System.out.print(str.charAt(i));
}"
17161,"Create a short Java program that prints out a word 5 times.
Input: Word: hello","public class HelloWorld {
    public static void main(String[] args) {
        for (int i = 0; i < 5; i++) {
            System.out.println(""hello"");
        }
    }
}","### Instruction: 
 Create a short Java program that prints out a word 5 times. 
 ### Input: Word: hello 
 ### Response:
 public class HelloWorld {
    public static void main(String[] args) {
        for (int i = 0; i < 5; i++) {
            System.out.println(""hello"");
        }
    }
}"
17189,"Write a Java program to convert a character to an int.
Input: 'A'","public class Main {

    public static void main(String[] args) {

        char ch = 'A';
        int asciiCode = (int) ch;
        System.out.println(""ASCII code of 'A' :"" + asciiCode);
    }
}","### Instruction: 
 Write a Java program to convert a character to an int. 
 ### Input: 'A' 
 ### Response:
 public class Main {

    public static void main(String[] args) {

        char ch = 'A';
        int asciiCode = (int) ch;
        System.out.println(""ASCII code of 'A' :"" + asciiCode);
    }
}"
17204,"Write a Java class named ""Shape"" which has an abstract method named ""surfaceArea"".","public abstract class Shape {
    public abstract double surfaceArea();
}","### Instruction: 
 Write a Java class named ""Shape"" which has an abstract method named ""surfaceArea"". 
 ### Response:
 public abstract class Shape {
    public abstract double surfaceArea();
}"
17221,Develop a code snippet in Java to create a thread that runs a simple print statement every 5 seconds.,"public class MyTask implements Runnable { 
    public void run() 
    { 
        while (true) { 
            System.out.println(""This is the task running every 5 seconds.""); 
            try { 
                Thread.sleep(5000); 
            } 
            catch (InterruptedException e) { 
                e.printStackTrace(); 
            } 
        } 
    } 
} 
  
public class Main { 
    public static void main (String[] args) 
    { 
        MyTask task = new MyTask(); 
        Thread thread = new Thread(task); 
        thread.start(); 
    } 
}","### Instruction: 
 Develop a code snippet in Java to create a thread that runs a simple print statement every 5 seconds. 
 ### Response:
 public class MyTask implements Runnable { 
    public void run() 
    { 
        while (true) { 
            System.out.println(""This is the task running every 5 seconds.""); 
            try { 
                Thread.sleep(5000); 
            } 
            catch (InterruptedException e) { 
                e.printStackTrace(); 
            } 
        } 
    } 
} 
  
public class Main { 
    public static void main (String[] args) 
    { 
        MyTask task = new MyTask(); 
        Thread thread = new Thread(task); 
        thread.start(); 
    } 
}"
17231,"Refactor the following Java code to improve readability and dynamism.
Input: public class Movies {
  private int movieCount = 5;
  private String genre = ""action"";
 
  public void printMovieDetails() {
    System.out.println(""The movie count is "" + movieCount);
    System.out.println(""The genre is "" + genre);
  }
}","public class Movies {
  private int movieCount;
  private String genre;
 
  public Movies(int movieCount, String genre) {
    this.movieCount = movieCount;
    this.genre = genre;
  }
 
  public void printMovieDetails() {
    System.out.println(""The movie count is "" + movieCount);
    System.out.println(""The genre is "" + genre);
  }
}","### Instruction: 
 Refactor the following Java code to improve readability and dynamism. 
 ### Input: public class Movies {
  private int movieCount = 5;
  private String genre = ""action"";
 
  public void printMovieDetails() {
    System.out.println(""The movie count is "" + movieCount);
    System.out.println(""The genre is "" + genre);
  }
} 
 ### Response:
 public class Movies {
  private int movieCount;
  private String genre;
 
  public Movies(int movieCount, String genre) {
    this.movieCount = movieCount;
    this.genre = genre;
  }
 
  public void printMovieDetails() {
    System.out.println(""The movie count is "" + movieCount);
    System.out.println(""The genre is "" + genre);
  }
}"
17286,"Write code in Java to find the maximum value of the array.
Input: [1, 4, 6, 8, 9, 4, 2]","public static double maxValue(double[] array) {
    double maxValue = array[0];
    for (int i = 1; i < array.length; i++) {
        if (array[i] > maxValue)
            maxValue = array[i];
    }
    return maxValue;
}","### Instruction: 
 Write code in Java to find the maximum value of the array. 
 ### Input: [1, 4, 6, 8, 9, 4, 2] 
 ### Response:
 public static double maxValue(double[] array) {
    double maxValue = array[0];
    for (int i = 1; i < array.length; i++) {
        if (array[i] > maxValue)
            maxValue = array[i];
    }
    return maxValue;
}"
17288,Write a short piece of code in Java to display the following message.,"System.out.println(""Welcome to the Java programming course!"");","### Instruction: 
 Write a short piece of code in Java to display the following message. 
 ### Response:
 System.out.println(""Welcome to the Java programming course!"");"
17294,"Write a piece of code in Java to check if the following string contains a numeric character.
Input: ""Hello World!""","String str = ""Hello World!"";
boolean isNumeric = false; 
  
for (int i = 0; i < str.length(); i++) 
{ 
    if (Character.isDigit(str.charAt(i))) 
    { 
        isNumeric = true; 
        break; 
    } 
} 

if (isNumeric) 
    System.out.println(""The given string contains a numeric character.""); 
else
    System.out.println(""The given string does not contain a numeric character."");","### Instruction: 
 Write a piece of code in Java to check if the following string contains a numeric character. 
 ### Input: ""Hello World!"" 
 ### Response:
 String str = ""Hello World!"";
boolean isNumeric = false; 
  
for (int i = 0; i < str.length(); i++) 
{ 
    if (Character.isDigit(str.charAt(i))) 
    { 
        isNumeric = true; 
        break; 
    } 
} 

if (isNumeric) 
    System.out.println(""The given string contains a numeric character.""); 
else
    System.out.println(""The given string does not contain a numeric character."");"
17306,"Convert the following SQL query into a Java code using JDBC.
Input: SELECT Employees.Name FROM Employees WHERE Employees.Salary > 50000","String queryString = ""SELECT Employees.Name FROM Employees WHERE Employees.Salary > ?"";
PreparedStatement pstmt = conn.prepareStatement(queryString);
pstmt.setDouble(1, 50000);
ResultSet rs = pstmt.executeQuery();
while (rs.next()) {
    String name = rs.getString(1);
    // Process the name
}","### Instruction: 
 Convert the following SQL query into a Java code using JDBC. 
 ### Input: SELECT Employees.Name FROM Employees WHERE Employees.Salary > 50000 
 ### Response:
 String queryString = ""SELECT Employees.Name FROM Employees WHERE Employees.Salary > ?"";
PreparedStatement pstmt = conn.prepareStatement(queryString);
pstmt.setDouble(1, 50000);
ResultSet rs = pstmt.executeQuery();
while (rs.next()) {
    String name = rs.getString(1);
    // Process the name
}"
17317,"Develop a class in Java to implement a calculator with functions add(), subtract(), multiply(), and divide().","public class Calculator {

    public static double add(double a, double b) {
        return a + b;
    }

    public static double subtract(double a, double b) {
        return a - b;
    }

    public static double multiply(double a, double b) {
        return a * b;
    }

    public static double divide(double a, double b) {
        return a / b;
    }

}","### Instruction: 
 Develop a class in Java to implement a calculator with functions add(), subtract(), multiply(), and divide(). 
 ### Response:
 public class Calculator {

    public static double add(double a, double b) {
        return a + b;
    }

    public static double subtract(double a, double b) {
        return a - b;
    }

    public static double multiply(double a, double b) {
        return a * b;
    }

    public static double divide(double a, double b) {
        return a / b;
    }

}"
17331,Write a Java program to find the sum of two arrays of length 10,"public static int[] sumArrays(int[] arr1, int[] arr2){
        int[] result = new int[arr1.length];
        for(int i=0; i<arr1.length; i++){
            result[i] = arr1[i] + arr2[i];
        }
        return result;
    }","### Instruction: 
 Write a Java program to find the sum of two arrays of length 10 
 ### Response:
 public static int[] sumArrays(int[] arr1, int[] arr2){
        int[] result = new int[arr1.length];
        for(int i=0; i<arr1.length; i++){
            result[i] = arr1[i] + arr2[i];
        }
        return result;
    }"
17337,"Construct a for loop in Java which will iterate through an array and print each item in a new line.
Input: int[] arr = {1, 2, 3, 4, 5};","for (int i = 0; i < arr.length; i++) {
    System.out.println(arr[i]);
}","### Instruction: 
 Construct a for loop in Java which will iterate through an array and print each item in a new line. 
 ### Input: int[] arr = {1, 2, 3, 4, 5}; 
 ### Response:
 for (int i = 0; i < arr.length; i++) {
    System.out.println(arr[i]);
}"
17359,"Create a Java program that reads in a sentence from the user and prints out the lengths of each word in the sentence.
Input: This is a sentence",4 2 1 8,"### Instruction: 
 Create a Java program that reads in a sentence from the user and prints out the lengths of each word in the sentence. 
 ### Input: This is a sentence 
 ### Response:
 4 2 1 8"
17360,"Create a Java program that reads in two strings and outputs their longest common substring.
Input: myCodingSkillzz and AnotherCodingSkill",CodingSkill,"### Instruction: 
 Create a Java program that reads in two strings and outputs their longest common substring. 
 ### Input: myCodingSkillzz and AnotherCodingSkill 
 ### Response:
 CodingSkill"
17382,Write a Java program that reads an integer value N and prints all prime numbers less than N.,"public class PrimeNumbers {
   public static void main(String[] args) {
      int N = 25;
      for (int i = 2; i < N; i++) { 
          int count = 0; 
          for (int j = 2; j <= Math.sqrt(i); j++) {
              if (i % j == 0) {
                  count++; 
                  break; 
              }
          }
          if (count == 0) {
              System.out.print(i + "" ""); 
          }
      }         
   }
}","### Instruction: 
 Write a Java program that reads an integer value N and prints all prime numbers less than N. 
 ### Response:
 public class PrimeNumbers {
   public static void main(String[] args) {
      int N = 25;
      for (int i = 2; i < N; i++) { 
          int count = 0; 
          for (int j = 2; j <= Math.sqrt(i); j++) {
              if (i % j == 0) {
                  count++; 
                  break; 
              }
          }
          if (count == 0) {
              System.out.print(i + "" ""); 
          }
      }         
   }
}"
17388,Write a Java program to convert a given integer value to octal.,"public class Octal { 
   
    public static void main(String[] args) { 
          
        int num = 21; 
        String octal = Integer.toOctalString(num); 
        System.out.println(""Octal: "" + octal); 
    } 
}","### Instruction: 
 Write a Java program to convert a given integer value to octal. 
 ### Response:
 public class Octal { 
   
    public static void main(String[] args) { 
          
        int num = 21; 
        String octal = Integer.toOctalString(num); 
        System.out.println(""Octal: "" + octal); 
    } 
}"
17454,"Generate a JSON response from the following Java object.
Input: User user = new User(""jane"", ""doe"", ""jane.doe@gmail.com"");","{
    ""firstName"": ""jane"",
    ""lastName"": ""doe"",
    ""email"": ""jane.doe@gmail.com""
}","### Instruction: 
 Generate a JSON response from the following Java object. 
 ### Input: User user = new User(""jane"", ""doe"", ""jane.doe@gmail.com""); 
 ### Response:
 {
    ""firstName"": ""jane"",
    ""lastName"": ""doe"",
    ""email"": ""jane.doe@gmail.com""
}"
17466,Code a Java program to find the area of an equilateral triangle.,"import java.util.Scanner;

public class AreaOfTriangle {
    public static void main(String[] args) {
        double s;
        double area;
        Scanner sc = new Scanner(System.in);
        System.out.println(""Enter the side of the equilateral triangle:"");
        s = sc.nextDouble();
        area = (Math.sqrt(3) / 4) * (s * s);
        System.out.println(""Area of equilateral triangle is "" + area);
    }
}","### Instruction: 
 Code a Java program to find the area of an equilateral triangle. 
 ### Response:
 import java.util.Scanner;

public class AreaOfTriangle {
    public static void main(String[] args) {
        double s;
        double area;
        Scanner sc = new Scanner(System.in);
        System.out.println(""Enter the side of the equilateral triangle:"");
        s = sc.nextDouble();
        area = (Math.sqrt(3) / 4) * (s * s);
        System.out.println(""Area of equilateral triangle is "" + area);
    }
}"
17502,"Write a Java program to perform a linear search on a given array to find a given number.
Input: array = [23, 54, 12, 64, 76, 13, 45]
to_find = 45","public class LinearSearch 
{ 
    // This function returns index of element x in arr[] 
    static int search(int arr[], int x) 
    { 
        int n = arr.length; 
        for(int i = 0; i < n; i++) 
        { 
            if(arr[i] == x) 
                return i; 
        } 
        return -1; 
    } 
  
    public static void main(String args[]) 
    { 
        int arr[] = {23, 54, 12, 64, 76, 13, 45}; 
        int x = 45; 
  
        int index = search(arr, x); 
        if (index == -1) 
            System.out.println(""Element not present""); 
        else
            System.out.println(""Element found at index "" + index); 
    } 
}","### Instruction: 
 Write a Java program to perform a linear search on a given array to find a given number. 
 ### Input: array = [23, 54, 12, 64, 76, 13, 45]
to_find = 45 
 ### Response:
 public class LinearSearch 
{ 
    // This function returns index of element x in arr[] 
    static int search(int arr[], int x) 
    { 
        int n = arr.length; 
        for(int i = 0; i < n; i++) 
        { 
            if(arr[i] == x) 
                return i; 
        } 
        return -1; 
    } 
  
    public static void main(String args[]) 
    { 
        int arr[] = {23, 54, 12, 64, 76, 13, 45}; 
        int x = 45; 
  
        int index = search(arr, x); 
        if (index == -1) 
            System.out.println(""Element not present""); 
        else
            System.out.println(""Element found at index "" + index); 
    } 
}"
